iter	Logloss
117	0.005665354291
118	0.005598015679
119	0.005540324525
120	0.005464842206
121	0.005390270876
122	0.005216900412
123	0.005122846012
124	0.005058862054
125	0.005021862663
126	0.004973669377
127	0.004869801758
128	0.004769872146
129	0.004694507617
130	0.004629599918
131	0.004538940913
132	0.004472192963
133	0.004413380974
134	0.004217642624
135	0.004144206592
136	0.004110548249
137	0.004027266108
138	0.003994377328
139	0.00389339188
140	0.003801076035
141	0.003753497047
142	0.003697362748
143	0.003615353598
144	0.003441587234
145	0.003306608264
146	0.003235475091
147	0.003186462405
148	0.003154517658
149	0.00307793604
150	0.003042962099
151	0.002978452632
152	0.002912623914
153	0.002864256159
154	0.002823319459
155	0.002770780448
156	0.002747697813
157	0.002683648701
158	0.002626431741
159	0.00258268611
160	0.002549290638
161	0.00249293724
162	0.002378806853
163	0.002358978731
164	0.00234208285
165	0.002315371728
166	0.002262883487
167	0.002240720084
168	0.002204456591
169	0.00215975853
170	0.002110119416
171	0.002072209735
172	0.002048367255
173	0.002017470649
174	0.001983767444
175	0.001935701045
176	0.001882489657
177	0.001858046874
178	0.001827419047
179	0.001794385109
180	0.001768795833
181	0.00174495001
182	0.001709271193
183	0.001670389488
184	0.001646984349
185	0.001617964924
186	0.001594829108
187	0.001575659602
188	0.001541361458
189	0.001527364775
190	0.001506344133
191	0.001493811938
192	0.001475722992
193	0.00146268496
194	0.001425355444
195	0.001408254228
196	0.001380130398
197	0.001359884451
198	0.001341219693
199	0.001317922003
200	0.001302243912
201	0.001287032861
202	0.001259930892
203	0.001237315609
204	0.001222324978
205	0.001198215429
206	0.001190478973
207	0.001178910871
208	0.001162336562
209	0.001149899766
210	0.001136375721
211	0.001122662124
212	0.001106337391
213	0.001085911842
214	0.00106954699
215	0.001060214805
216	0.001044723623
217	0.001033718116
218	0.001019857106
219	0.001010709421
220	0.0009995561895
221	0.0009879042736
222	0.0009760701907
223	0.0009659075648
224	0.0009511885899
225	0.0009413039958
226	0.0009412802045
227	0.0009308799764
228	0.0009308360479
229	0.0009205829217
230	0.00091163894
231	0.00091163894
232	0.0008964257121
233	0.0008964257121
234	0.0008868847705
235	0.0008868847705
236	0.0008869070068
237	0.0008780560913
238	0.0008675937413
239	0.0008675933526
240	0.0008600426404
241	0.0008513273976
242	0.0008513651061
243	0.0008513651061
244	0.0008407346619
245	0.0008407346619
246	0.0008407346619
247	0.0008407346619
248	0.0008407346619
249	0.0008407309299
250	0.0008296161846
251	0.0008296161846
252	0.0008206247759
253	0.0008100477455
254	0.0008100598744
255	0.0008100576975
256	0.0008100576975
257	0.0008039928544
258	0.0007932439201
259	0.0007932813953
260	0.0007932561268
261	0.0007932561268
262	0.0007851363667
263	0.0007851363667
264	0.0007778366297
265	0.0007778366297
266	0.000777763623
267	0.000777763623
268	0.000777763623
269	0.0007687464791
270	0.0007687252535
271	0.0007605932868
272	0.0007606285073
273	0.0007532026607
274	0.0007532026607
275	0.0007448037802
276	0.0007448218958
277	0.0007447795224
278	0.0007378809724
279	0.0007305930533
280	0.0007306115576
281	0.0007306115576
282	0.000730564286
283	0.000730564286
284	0.000730564286
285	0.000730564286
286	0.000730564286
287	0.0007222950138
288	0.0007222356132
289	0.0007222356132
290	0.0007222356132
291	0.0007222599488
292	0.0007222376347
293	0.0007222376347
294	0.0007222376347
295	0.0007222071569
296	0.0007222071569
297	0.000722195028
298	0.000722195028
299	0.000722195028
300	0.000722195028
301	0.0007222457207
302	0.0007222457207
303	0.0007222457207
304	0.0007222457207
305	0.0007222457207
306	0.0007222457207
307	0.0007222457207
308	0.0007222385677
309	0.0007222385677
310	0.0007222385677
311	0.0007222385677
312	0.0007157875433
313	0.0007157875433
314	0.0007157875433
315	0.0007157247995
316	0.0007157247995
317	0.0007157812456
318	0.0007157812456
319	0.0007158186431
320	0.0007157443146
321	0.0007157918973
322	0.0007157918973
323	0.0007157841223
324	0.0007157841223
325	0.0007157576875
326	0.0007157702829
327	0.0007157702829
328	0.0007157702829
329	0.0007157702829
330	0.0007157785244
331	0.0007157718379
332	0.0007157718379
333	0.0007157718379
334	0.0007157889428
335	0.0007157880098
336	0.0007157880098
337	0.0007157880098
338	0.0007157880098
339	0.0007157398052
340	0.0007157398052
341	0.0007157398052
342	0.0007157398052
343	0.0007157398052
344	0.0007157188906
345	0.0007157174133
346	0.0007157174133
347	0.0007157174133
348	0.0007157174133
349	0.0007157174133
350	0.0007157174133
351	0.0007157174133
352	0.0007157174133
353	0.0007157174133
354	0.0007157174133
355	0.0007157174133
356	0.0007157199013
357	0.0007157824118
358	0.0007157824118
359	0.0007157167136
360	0.0007157340517
361	0.0007157340517
362	0.0007157379392
363	0.0007157379392
364	0.0007157049734
365	0.0007157049734
366	0.0007157108824
367	0.0007157108824
368	0.0007157108824
369	0.0007157256548
370	0.0007157125929
371	0.0007157125929
372	0.0007157125929
373	0.0007157419821
374	0.0007157265878
375	0.0007156931555
376	0.0007157130594
377	0.0007156696752
378	0.0007156790829
379	0.0007156790829
380	0.0007156790829
381	0.0007156766726
382	0.0007156766726
383	0.0007156766726
384	0.0007156766726
385	0.0007156766726
386	0.0007156766726
387	0.0007156838256
388	0.0007156838256
389	0.0007156838256
390	0.0007156838256
391	0.0007156879463
392	0.0007156879463
393	0.0007156879463
394	0.0007156760506
395	0.0007156760506
396	0.0007156760506
397	0.0007156811044
398	0.0007156811044
399	0.0007156811044
400	0.0007156811044
401	0.0007156575463
402	0.0007156575463
403	0.0007157256548
404	0.0007157256548
405	0.0007157256548
406	0.0007156947105
407	0.0007156947105
408	0.0007156947105
409	0.0007156664097
410	0.0007156664097
411	0.0007156789274
412	0.0007156789274
413	0.0007156629887
414	0.0007156765949
415	0.0007156765949
416	0.0007156744957
417	0.0007156744957
418	0.0007156687422
419	0.0007156744957
420	0.0007156329775
421	0.0007156329775
